Gene,Accession,Chromosome,End,Start,Strand
AL645937.3,ENSG00000230598,6,29216933,29212886,+
AL672167.1,ENSG00000197171,6,29292963,29223973,+
OR14J1,ENSG00000204695,6,29313017,29301701,+
OR12D2,ENSG00000280236,6,29398008,29395631,+
OR12D1,ENSG00000251608,6,29418905,29414928,+
OR10C1,ENSG00000206474,6,29440977,29439306,+
AL645927.1,ENSG00000277881,6,29450558,29450210,+
OR2H1,ENSG00000204688,6,29464328,29457181,+
LINC02829,ENSG00000229274,6,29510558,29497475,+
LINC01015,ENSG00000224582,6,29533665,29528721,+
OR2I1P,ENSG00000237988,6,29557721,29550407,+
OR2H5P,ENSG00000232173,6,29574836,29573909,+
TMEM183AP1,ENSG00000227609,6,29577748,29577459,+
SNORD32B,ENSG00000201330,6,29582332,29582249,+
RPL13AP,ENSG00000231301,6,29583025,29582508,+
OR2H2,ENSG00000204657,6,29590500,29585121,+
MOG,ENSG00000204655,6,29672372,29657002,+
HLA-F,ENSG00000204642,6,29738528,29722775,+
AL645939.2,ENSG00000227758,6,29748513,29748289,+
Y_RNA,ENSG00000199290,6,29750472,29750371,+
AL645939.5,ENSG00000285761,6,29763295,29752573,+
HLA-V,ENSG00000181126,6,29797811,29790954,+
HLA-P,ENSG00000261548,6,29802425,29800415,+
HLA-G,ENSG00000204632,6,29831125,29826967,+
HLA-H,ENSG00000206341,6,29890482,29887752,+
HLA-T,ENSG00000231130,6,29897786,29896654,+
DDX39BP1,ENSG00000233677,6,29906909,29906543,+
HLA-K,ENSG00000230795,6,29929232,29926459,+
HLA-U,ENSG00000228078,6,29934286,29934101,+
HLA-A,ENSG00000206503,6,29945884,29941260,+
HLA-W,ENSG00000235290,6,29958570,29956596,+
HCG9,ENSG00000204625,6,29978410,29975112,+
DDX39BP2,ENSG00000238024,6,29993605,29993209,+
HLA-J,ENSG00000204622,6,30009956,30005971,+
ETF1P1,ENSG00000232757,6,30033003,30031713,+
AL669914.3,ENSG00000278104,6,30035983,30035916,+
AL669914.2,ENSG00000275856,6,30058190,30058115,+
ZNRD1,ENSG00000066379,6,30064909,30058899,+
AL669914.4,ENSG00000278773,6,30061183,30061080,+
PPP1R11,ENSG00000204619,6,30070333,30066709,+
TRIM31-AS1,ENSG00000231226,6,30114724,30105240,+
TRIM40,ENSG00000204614,6,30148735,30136124,+
TRIM15,ENSG00000204610,6,30172693,30163206,+
TRIM26BP,ENSG00000236475,6,30242279,30238301,+
HLA-L,ENSG00000243753,6,30293014,30259584,+
TRIM39,ENSG00000204599,6,30343729,30326479,+
TRIM39-RPP21,ENSG00000248167,6,30346854,30328907,+
RPP21,ENSG00000241370,6,30346884,30345131,+
HLA-N,ENSG00000224372,6,30351550,30351416,+
MICC,ENSG00000226577,6,30419319,30414715,+
AL662873.1,ENSG00000286301,6,30456212,30451139,+
TMPOP1,ENSG00000229068,6,30467994,30466452,+
SUCLA2P1,ENSG00000224936,6,30470251,30468882,+
RANP1,ENSG00000236603,6,30486590,30485940,+
HLA-E,ENSG00000204592,6,30494194,30489509,+
LINC02569,ENSG00000235781,6,30519217,30516266,+
PRR3,ENSG00000204576,6,30563723,30556886,+
ABCF1,ENSG00000204574,6,30597179,30571393,+
MIR877,ENSG00000216101,6,30584417,30584332,+
MRPS18B,ENSG00000204568,6,30626395,30617840,+
ATAT1,ENSG00000137343,6,30646823,30626842,+
PTMAP1,ENSG00000228415,6,30633956,30633632,+
C6orf136,ENSG00000204564,6,30653210,30647039,+
MDC1-AS1,ENSG00000224328,6,30713184,30703067,+
TUBB,ENSG00000196230,6,30725426,30720352,+
IER3-AS1,ENSG00000272273,6,30743592,30742929,+
HCG20,ENSG00000228022,6,30792250,30743790,+
RN7SL353P,ENSG00000263608,6,30751289,30751038,+
RN7SKP186,ENSG00000202241,6,30864552,30864250,+
DDR1,ENSG00000204580,6,30900156,30876421,+
MIR4640,ENSG00000284370,6,30890972,30890883,+
GTF2H4,ENSG00000213780,6,30914106,30908207,+
AL669830.1,ENSG00000288473,6,30926459,30908242,+
VARS2,ENSG00000137411,6,30926459,30914205,+
MUCL3,ENSG00000168631,6,30954221,30934523,+
MUC21,ENSG00000204544,6,30989903,30983718,+
MUC22,ENSG00000261272,6,31035402,31010474,+
HCG22,ENSG00000228789,6,31059890,31053450,+
RNU6-1133P,ENSG00000222895,6,31083109,31083010,+
PSORS1C1,ENSG00000204540,6,31140092,31114750,+
POLR2LP1,ENSG00000238211,6,31140913,31140727,+
TCF19,ENSG00000137310,6,31167159,31158547,+
HCG27,ENSG00000206344,6,31203968,31197760,+
AL662844.1,ENSG00000255726,6,31223093,31222913,+
USP8P1,ENSG00000214892,6,31278754,31275572,+
RPL3P2,ENSG00000227939,6,31281519,31280317,+
AL671883.2,ENSG00000271581,6,31357637,31356647,+
AL671883.3,ENSG00000285647,6,31376088,31367057,+
RNU6-283P,ENSG00000201658,6,31370240,31370134,+
FGFR3P1,ENSG00000230994,6,31378019,31377419,+
ZDHHC20P2,ENSG00000223702,6,31380839,31380411,+
MICA,ENSG00000204520,6,31415315,31399784,+
HCP5,ENSG00000206337,6,31478903,31400700,+
LINC01149,ENSG00000230174,6,31446973,31441667,+
MICB,ENSG00000204516,6,31511124,31494881,+
AL663061.1,ENSG00000256851,6,31516211,31515979,+
RPL15P4,ENSG00000225499,6,31528693,31528114,+
MCCD1,ENSG00000204511,6,31530232,31528962,+
DDX39B-AS1,ENSG00000234006,6,31543138,31542304,+
NFKBIL1,ENSG00000204498,6,31558829,31546870,+
LTA,ENSG00000226979,6,31574324,31572054,+
TNF,ENSG00000232810,6,31578336,31575565,+
LST1,ENSG00000204482,6,31588909,31586124,+
AIF1,ENSG00000204472,6,31617021,31615217,+
PRRC2A,ENSG00000204469,6,31637771,31620715,+
SNORA38,ENSG00000200816,6,31623210,31623079,+
MIR6832,ENSG00000274494,6,31633858,31633787,+
APOM,ENSG00000204444,6,31658210,31652416,+
C6orf47-AS1,ENSG00000227198,6,31660721,31658329,+
Y_RNA,ENSG00000201207,6,31663401,31663288,+
CSNK2B,ENSG00000204435,6,31670343,31665236,+
AL662899.2,ENSG00000263020,6,31673546,31666102,+
LY6G5B,ENSG00000240053,6,31673776,31670167,+
LY6G6F,ENSG00000204424,6,31710595,31706885,+
LY6G6F-LY6G6D,ENSG00000250641,6,31717918,31706904,+
LY6G6D,ENSG00000244355,6,31717804,31715356,+
MPIG6B,ENSG00000204420,6,31726714,31718594,+
MSH5,ENSG00000204410,6,31762678,31739677,+
MSH5-SAPCD1,ENSG00000255152,6,31764851,31740020,+
SAPCD1,ENSG00000228727,6,31764851,31762996,+
HSPA1A,ENSG00000204389,6,31817946,31815543,+
HSPA1B,ENSG00000204388,6,31830254,31827738,+
AL671762.1,ENSG00000285565,6,31839719,31828834,+
SNHG32,ENSG00000204387,6,31839766,31834608,+
SNORD48,ENSG00000201823,6,31835326,31835263,+
SNORD52,ENSG00000201754,6,31837142,31837076,+
EHMT2-AS1,ENSG00000237080,6,31884204,31877808,+
C2,ENSG00000166278,6,31945672,31897785,+
AL645922.1,ENSG00000244255,6,31952048,31927698,+
CFB,ENSG00000243649,6,31952084,31945650,+
SKIV2L,ENSG00000204351,6,31969751,31959117,+
STK19,ENSG00000204344,6,31982821,31971091,+
C4A,ENSG00000244731,6,32002681,31982057,+
CYP21A1P,ENSG00000204338,6,32008451,32005636,+
STK19B,ENSG00000250535,6,32013787,32013270,+
C4B,ENSG00000224389,6,32035418,32014795,+
CYP21A2,ENSG00000231852,6,32041644,32038327,+
AL662884.5,ENSG00000286974,6,32112849,32108406,+
PPT2,ENSG00000221988,6,32163678,32153441,+
PPT2-EGFL8,ENSG00000258388,6,32171978,32153845,+
EGFL8,ENSG00000241404,6,32168281,32164595,+
RNF5,ENSG00000204308,6,32180793,32178405,+
MIR6833,ENSG00000277264,6,32179876,32179816,+
TSBP1-AS1,ENSG00000225914,6,32407763,32254640,+
HNRNPA1P2,ENSG00000237285,6,32326178,32325219,+
RNU6-603P,ENSG00000223335,6,32352983,32352877,+
HLA-DRA,ENSG00000204287,6,32445046,32439878,+
HLA-DQA1,ENSG00000196735,6,32647062,32628179,+
HLA-DQB1-AS1,ENSG00000223534,6,32660729,32659880,+
AL662789.1,ENSG00000232080,6,32719170,32718005,+
HLA-DQA2,ENSG00000237541,6,32747198,32741391,+
PSMB8-AS1,ENSG00000204261,6,32846500,32844078,+
PSMB9,ENSG00000240065,6,32859851,32844136,+
HLA-Z,ENSG00000235301,6,32896490,32896416,+
BRD2,ENSG00000204256,6,32981505,32968594,+
AL645941.1,ENSG00000223837,6,32970886,32970232,+
HLA-DPB1,ENSG00000223865,6,33089696,33075990,+
RPL32P1,ENSG00000224796,6,33079860,33079451,+
HLA-DPB2,ENSG00000224557,6,33129084,33112451,+
HCG24,ENSG00000230313,6,33147767,33144783,+
RNY4P10,ENSG00000202441,6,33199696,33199601,+
SLC39A7,ENSG00000112473,6,33204439,33200445,+
HSD17B8,ENSG00000204228,6,33206831,33204655,+
MIR219A1,ENSG00000199036,6,33207944,33207835,+
RING1,ENSG00000204227,6,33212722,33208500,+
ZNF70P1,ENSG00000225463,6,33216328,33215705,+
HTATSF1P1,ENSG00000223457,6,33239690,33237799,+
HCG25,ENSG00000232940,6,33255167,33249534,+
RPS18,ENSG00000231500,6,33276511,33272075,+
B3GALT4,ENSG00000235863,6,33284832,33277123,+
PFDN6,ENSG00000204220,6,33298401,33289302,+
MIR6834,ENSG00000284064,6,33290325,33290245,+
MYL8P,ENSG00000229596,6,33339495,33338978,+
KIFC1,ENSG00000237649,6,33409896,33391823,+
PHF1,ENSG00000112511,6,33416453,33410399,+
SYNGAP1,ENSG00000197283,6,33453689,33419661,+
MIR5004,ENSG00000284256,6,33438437,33438331,+
ZBTB9,ENSG00000213588,6,33457544,33453970,+
GGNBP1,ENSG00000204188,6,33589026,33540046,+
RN7SL26P,ENSG00000242014,6,33541000,33540694,+
ITPR3,ENSG00000096433,6,33696574,33620365,+
MIR3934,ENSG00000266509,6,33698234,33698128,+
AL138889.3,ENSG00000287089,6,33802960,33800142,+
AL138889.2,ENSG00000271362,6,33883411,33883170,+
AL138889.1,ENSG00000233183,6,33927631,33891327,+
MIR7159,ENSG00000276824,6,33899200,33899135,+
KRT18P9,ENSG00000271231,6,34191079,34189780,+
CYCSP55,ENSG00000214810,6,34220066,34219439,+
HMGA1,ENSG00000137309,6,34246231,34236873,+
MIR6835,ENSG00000276404,6,34240736,34240673,+
AL354740.1,ENSG00000225339,6,34286768,34248535,+
PACSIN1,ENSG00000124507,6,34535229,34466061,+
RPL7P25,ENSG00000216636,6,34617258,34616538,+
AL031577.2,ENSG00000220643,6,34687106,34686602,+
AL451165.2,ENSG00000272288,6,34697470,34696317,+
AL451165.1,ENSG00000186328,6,34715940,34715613,+
AL139100.1,ENSG00000217130,6,34744673,34744176,+
SNRPC,ENSG00000124562,6,34773857,34757505,+
UHRF1BP1,ENSG00000065060,6,34883138,34792015,+
Y_RNA,ENSG00000206717,6,34821542,34821445,+
RNY3P15,ENSG00000252106,6,34873927,34873831,+
ANKS1A,ENSG00000064999,6,35091406,34889255,+
HSPE1P11,ENSG00000187762,6,35023831,35023522,+
SCUBE3,ENSG00000146197,6,35253079,35213956,+
ZNF76,ENSG00000065029,6,35295985,35258909,+
DEF6,ENSG00000023892,6,35321771,35297818,+
PPARD,ENSG00000112033,6,35428191,35342558,+
AL022721.1,ENSG00000227154,6,35449847,35443044,+
FANCE,ENSG00000112039,6,35467103,35452356,+
RPL10A,ENSG00000198755,6,35470785,35468401,+
MIR7111,ENSG00000276712,6,35470579,35470508,+
AL033519.4,ENSG00000228559,6,35546573,35539838,+
AL033519.3,ENSG00000219023,6,35556264,35555873,+
AL033519.2,ENSG00000218749,6,35607934,35607628,+
AL033519.5,ENSG00000287458,6,35652856,35650997,+
AL033519.1,ENSG00000212579,6,35651945,35651818,+
ARMC12,ENSG00000157343,6,35749079,35737032,+
AL157823.1,ENSG00000220734,6,35766927,35765908,+
CLPSL2,ENSG00000196748,6,35779552,35776594,+
CLPSL1,ENSG00000204140,6,35793675,35781019,+
LHFPL5,ENSG00000197753,6,35845397,35797206,+
MAPK14,ENSG00000112062,6,36111236,36027677,+
MAPK13,ENSG00000156711,6,36144524,36127809,+
BRPF3,ENSG00000096070,6,36232790,36196744,+
PNPLA1,ENSG00000180316,6,36312229,36243203,+
Z84484.1,ENSG00000224666,6,36393462,36386831,+
KCTD20,ENSG00000112078,6,36491143,36442767,+
RN7SL748P,ENSG00000239964,6,36522501,36522191,+
SRSF3,ENSG00000112081,6,36605600,36594353,+
Y_RNA,ENSG00000251864,6,36672944,36672838,+
LAP3P2,ENSG00000213500,6,36675270,36673817,+
CDKN1A,ENSG00000124762,6,36687339,36676460,+
RAB44,ENSG00000255587,6,36733184,36697826,+
Z85996.1,ENSG00000220349,6,36737986,36737050,+
Z85996.2,ENSG00000285888,6,36774651,36768485,+
C6orf89,ENSG00000198663,6,36928964,36871870,+
PI16,ENSG00000164530,6,36964837,36948263,+
FGD2,ENSG00000146192,6,37029069,37005646,+
COX6A1P2,ENSG00000226976,6,37045189,37044860,+
RPL12P2,ENSG00000216412,6,37091806,37091314,+
PIM1,ENSG00000137193,6,37175428,37170152,+
TBC1D22B,ENSG00000065491,6,37332970,37257772,+
RNF8,ENSG00000112130,6,37394734,37353979,+
RN7SL273P,ENSG00000239953,6,37361483,37361185,+
CMTR1,ENSG00000137200,6,37482827,37433219,+
LINC02520,ENSG00000204110,6,37535616,37507348,+
AL353597.1,ENSG00000227920,6,37550860,37545145,+
AL353597.3,ENSG00000279942,6,37571460,37567716,+
ZFAND3,ENSG00000156639,6,38154624,37819727,+
RNU1-87P,ENSG00000200597,6,37915742,37915573,+
AL033518.1,ENSG00000200706,6,38207345,38207274,+
BTBD9-AS1,ENSG00000226533,6,38482531,38481692,+
Y_RNA,ENSG00000199938,6,38566055,38565950,+
AL079341.1,ENSG00000217227,6,38588529,38587323,+
DNAH8,ENSG00000124721,6,39030792,38715311,+
RN7SL465P,ENSG00000244297,6,38744386,38744086,+
AL035555.2,ENSG00000219273,6,38764694,38762905,+
AL034345.1,ENSG00000220076,6,38928153,38928031,+
GLP1R,ENSG00000112164,6,39091303,39048781,+
ANKRD18EP,ENSG00000217165,6,39112952,39110321,+
AL136087.1,ENSG00000218986,6,39354172,39353747,+
E2F4P1,ENSG00000231276,6,39554943,39553811,+
DAAM2,ENSG00000146122,6,39904877,39792298,+
AL592158.1,ENSG00000281969,6,39823227,39818751,+
TUBBP9,ENSG00000220586,6,40000527,39934595,+
TDRG1,ENSG00000204091,6,40387590,40334775,+
RNU6-250P,ENSG00000252767,6,40407955,40407853,+
TSPO2,ENSG00000112212,6,41044337,41042467,+
APOBEC2,ENSG00000124701,6,41064511,41053304,+
NFYA,ENSG00000001167,6,41099976,41072945,+
ADCY10P1,ENSG00000161912,6,41140835,41101022,+
TREML4,ENSG00000188056,6,41238882,41228339,+
TREML5P,ENSG00000225690,6,41249649,41247369,+
AL391903.2,ENSG00000274256,6,41251097,41250851,+
AL391903.3,ENSG00000278745,6,41252858,41252696,+
NCR2,ENSG00000096264,6,41350889,41335608,+
AL136967.2,ENSG00000280371,6,41406561,41405819,+
LINC01276,ENSG00000226917,6,41519852,41499033,+
FOXP4,ENSG00000137166,6,41602384,41546426,+
MIR4641,ENSG00000266494,6,41598788,41598723,+
MDFI,ENSG00000112559,6,41654246,41636882,+
NPM1P51,ENSG00000230913,6,41667649,41666906,+
AL035588.1,ENSG00000231102,6,41734032,41720396,+
AL365205.1,ENSG00000124593,6,41790141,41780349,+
PRICKLE4,ENSG00000278224,6,41787372,41780762,+
TOMM6,ENSG00000214736,6,41789898,41787662,+
AL365205.3,ENSG00000268745,6,41791477,41791410,+
AL365205.2,ENSG00000206977,6,41832993,41832854,+
AL160163.1,ENSG00000227516,6,41869731,41868622,+
BYSL,ENSG00000112578,6,41933046,41921499,+
AL513008.1,ENSG00000223946,6,42031382,42030053,+
TAF8,ENSG00000137413,6,42087461,42050513,+
GUCA1A,ENSG00000048545,6,42180049,42155406,+
AL096814.2,ENSG00000287363,6,42180056,42155406,+
AL096814.1,ENSG00000214732,6,42163439,42155426,+
AL591473.1,ENSG00000237107,6,42500022,42499710,+
UBR2,ENSG00000024048,6,42693504,42564062,+
RNU6-890P,ENSG00000206848,6,42664268,42664162,+
ATP6V0CP3,ENSG00000213435,6,42727700,42727234,+
BICRAL,ENSG00000112624,6,42868560,42746958,+
RPL7L1,ENSG00000146223,6,42889925,42879616,+
PTCRA,ENSG00000171611,6,42925835,42915989,+
CNPY3,ENSG00000137161,6,42939294,42929192,+
AL035587.1,ENSG00000231113,6,42948360,42940364,+
GNMT,ENSG00000124713,6,42963880,42960754,+
PPP2R5D,ENSG00000112640,6,43012342,42984553,+
KLHDC3,ENSG00000124702,6,43021298,43014103,+
RRP36,ENSG00000124541,6,43034156,43021623,+
KLC4,ENSG00000137171,6,43075095,43040777,+
PTK7,ENSG00000112655,6,43161719,43076307,+
SRF,ENSG00000112658,6,43181506,43171269,+
CUL9,ENSG00000112659,6,43224587,43182184,+
TTBK1,ENSG00000146216,6,43288258,43243481,+
SLC22A7,ENSG00000137204,6,43305538,43295694,+
RPL12P47,ENSG00000219222,6,43310357,43310231,+
AL583834.1,ENSG00000220614,6,43328476,43328134,+
RPS2P28,ENSG00000179157,6,43364219,43363479,+
AL590383.1,ENSG00000226558,6,43364294,43364220,+
AL359813.1,ENSG00000287055,6,43425283,43370026,+
ABCC10,ENSG00000124574,6,43450427,43427366,+
MIR6780B,ENSG00000276770,6,43434620,43434542,+
RNU6-1113P,ENSG00000207076,6,43474292,43474186,+
TJAP1,ENSG00000137221,6,43506556,43477523,+
POLR1C,ENSG00000171453,6,43562419,43509702,+
AL355802.2,ENSG00000252218,6,43544270,43544144,+
POLH,ENSG00000170734,6,43615660,43576150,+
MAD2L1BP,ENSG00000124688,6,43640952,43629540,+
RSPH9,ENSG00000172426,6,43672600,43645036,+
VEGFA,ENSG00000112715,6,43786487,43770184,+
AL157371.2,ENSG00000283573,6,43842625,43803193,+
C6orf223,ENSG00000181577,6,44007612,44000580,+
AL109615.2,ENSG00000231881,6,44089288,44058792,+
TMEM63B,ENSG00000137216,6,44155519,44126914,+
CAPN11,ENSG00000137225,6,44184401,44158811,+
RN7SL811P,ENSG00000265439,6,44210063,44209766,+
MYMX,ENSG00000262179,6,44218234,44216926,+
SLC29A1,ENSG00000112759,6,44234151,44219505,+
HSP90AB1,ENSG00000096384,6,44253888,44246166,+
TMEM151B,ENSG00000178233,6,44307506,44270450,+
AL353588.1,ENSG00000272442,6,44378957,44273194,+
SPATS1,ENSG00000249481,6,44377167,44342660,+
CDC5L,ENSG00000096401,6,44450425,44387706,+
MIR4642,ENSG00000266619,6,44435722,44435641,+
AL136140.1,ENSG00000237530,6,44527448,44513262,+
AL136140.2,ENSG00000279076,6,44553281,44551577,+
AL133334.1,ENSG00000286417,6,44830188,44727921,+
NUDT19P4,ENSG00000270900,6,44899295,44898711,+
AL138880.2,ENSG00000276156,6,45097976,45097496,+
RBM22P4,ENSG00000277769,6,45099260,45098021,+
AL138880.1,ENSG00000219384,6,45159511,45158870,+
RUNX2,ENSG00000124813,6,45664349,45328157,+
RNU6-754P,ENSG00000212468,6,46018851,46018745,+
ENPP4,ENSG00000001561,6,46146688,46129989,+
ACTG1P9,ENSG00000229349,6,46207386,46204729,+
AL359633.1,ENSG00000226541,6,46438619,46438310,+
AL035670.1,ENSG00000236466,6,46606162,46492052,+
SLC25A27,ENSG00000153291,6,46678190,46652915,+
TDRD6,ENSG00000180113,6,46704319,46687875,+
ANKRD66,ENSG00000230062,6,46759506,46746917,+
MEP1A,ENSG00000112818,6,46839782,46793389,+
AL096772.1,ENSG00000225730,6,46909078,46903471,+
B3GNTL1P2,ENSG00000271328,6,47369230,47368943,+
CD2AP,ENSG00000198087,6,47627263,47477789,+
Y_RNA,ENSG00000199762,6,47489170,47489067,+
AL358178.1,ENSG00000216813,6,47563018,47562622,+
ADGRF2,ENSG00000164393,6,47697797,47656436,+
ADGRF4,ENSG00000153294,6,47722021,47685864,+
RN7SKP116,ENSG00000252711,6,47715601,47715283,+
OPN5,ENSG00000124818,6,47832780,47781982,+
RNU1-105P,ENSG00000200340,6,47823550,47823390,+
AL589994.2,ENSG00000274867,6,49116115,49115537,+
FO393413.1,ENSG00000217631,6,49273794,49273600,+
CENPQ,ENSG00000031691,6,49493107,49463370,+
GLYATL3,ENSG00000203972,6,49528078,49499923,+
C6orf141,ENSG00000197261,6,49561907,49550646,+
AL121974.1,ENSG00000235122,6,49820503,49714325,+
AL121950.1,ENSG00000279127,6,49724007,49721931,+
AL138826.1,ENSG00000226733,6,50181007,50093389,+
AL132799.1,ENSG00000286405,6,50415875,50411844,+
AL360175.1,ENSG00000233470,6,50521104,50514035,+
TFAP2D,ENSG00000008197,6,50772988,50713828,+
TFAP2B,ENSG00000008196,6,50847619,50818723,+
AL365219.1,ENSG00000212532,6,51464765,51464690,+
AL355997.1,ENSG00000228689,6,51623428,51599723,+
RN7SL580P,ENSG00000240641,6,51975959,51975673,+
MIR206,ENSG00000207604,6,52144434,52144349,+
MIR133B,ENSG00000199080,6,52149041,52148923,+
IL17A,ENSG00000112115,6,52190638,52186375,+
SLC25A20P1,ENSG00000218363,6,52247362,52246460,+
PAQR8,ENSG00000170915,6,52407777,52361421,+
EFHC1,ENSG00000096093,6,52529886,52362123,+
TRAM2-AS1,ENSG00000225791,6,52643058,52576787,+
AL109918.2,ENSG00000270382,6,52657651,52657373,+
AL109918.1,ENSG00000216775,6,52669155,52664366,+
TMEM14A,ENSG00000096092,6,52686588,52671113,+
AL109918.3,ENSG00000271227,6,52688998,52688661,+
7SK,ENSG00000202198,6,52995950,52995620,+
RN7SK,ENSG00000283293,6,52995948,52995621,+
FBXO9,ENSG00000112146,6,53100873,53051991,+
RN7SL244P,ENSG00000242865,6,53091257,53090961,+
RNU1-136P,ENSG00000206908,6,53219424,53219261,+
MIR5685,ENSG00000264056,6,53277071,53276993,+
AL034374.1,ENSG00000271367,6,53350705,53350158,+
RPL31P28,ENSG00000219863,6,53355065,53354715,+
RPL31P33,ENSG00000218049,6,53369009,53368670,+
AL591034.1,ENSG00000218261,6,53378861,53378503,+
AL591034.2,ENSG00000271338,6,53382203,53381519,+
AL033397.2,ENSG00000249379,6,53507660,53503109,+
LINC01564,ENSG00000235899,6,53631400,53616471,+
LRRC1,ENSG00000137269,6,53924125,53794497,+
MLIP,ENSG00000146147,6,54266280,53929982,+
AL033384.1,ENSG00000236740,6,53997667,53930022,+
MLIP-IT1,ENSG00000236996,6,54007152,53998890,+
AL359380.1,ENSG00000287745,6,54190709,54190206,+
TINAG,ENSG00000137251,6,54390142,54307859,+
RPSAP44,ENSG00000220773,6,54625488,54624605,+
KRASP1,ENSG00000220635,6,54771134,54770583,+
RNU6-1023P,ENSG00000251946,6,54786492,54786387,+
FAM83B,ENSG00000168143,6,54945099,54846771,+
AL049555.1,ENSG00000261116,6,54945099,54943167,+
HCRTR2,ENSG00000137252,6,55282620,55106460,+
GFRAL,ENSG00000187871,6,55402493,55327469,+
AL512422.1,ENSG00000231441,6,56864078,56843928,+
RPL17P26,ENSG00000216854,6,56871743,56871191,+
RNU6-626P,ENSG00000200224,6,56945836,56945730,+
BEND6,ENSG00000151917,6,57027346,56955107,+
FTH1P15,ENSG00000218980,6,57004799,57004520,+
MRPL30P1,ENSG00000276576,6,57029988,57029521,+
KIAA1586,ENSG00000168116,6,57055239,57046532,+
ZNF451,ENSG00000112200,6,57170305,57086844,+
BAG2,ENSG00000112208,6,57189833,57172326,+
PRIM2,ENSG00000146143,6,57646850,57314805,+
MIR548U,ENSG00000212017,6,57390212,57390132,+
FO680682.1,ENSG00000266579,6,57497691,57493855,+
POM121L14P,ENSG00000218189,6,57939015,57937458,+
AL445250.1,ENSG00000225096,6,58438364,57961438,+
AL603755.1,ENSG00000275046,6,58386961,58386799,+
AC244258.1,ENSG00000283453,6,60546660,60281444,+
AL590227.1,ENSG00000275773,6,60723898,60723148,+
AL512427.2,ENSG00000287598,6,60942327,60789805,+
AL356131.1,ENSG00000220030,6,61241311,61240898,+
MTRNR2L9,ENSG00000255633,6,61574402,61574328,+
AL355347.1,ENSG00000287679,6,61893882,61870097,+
AL355375.1,ENSG00000217067,6,62548272,62547427,+
FKBP1C,ENSG00000198225,6,63213024,63211446,+
SPTLC1P3,ENSG00000219940,6,63227743,63227485,+
AL121949.3,ENSG00000218617,6,63392606,63392222,+
AL121949.1,ENSG00000218048,6,63443580,63440766,+
EEF1B2P5,ENSG00000225121,6,63481876,63480134,+
PTP4A1,ENSG00000112245,6,63583436,63521746,+
AL135905.2,ENSG00000285976,6,63583587,63572472,+
PHF3,ENSG00000118482,6,63779336,63635820,+
AL354719.1,ENSG00000218813,6,63798031,63797189,+
SCAT8,ENSG00000236345,6,63822642,63806836,+
GCNT1P4,ENSG00000219653,6,63857769,63857441,+
AL357375.1,ENSG00000232120,6,64412779,64377795,+
AL365217.1,ENSG00000214558,6,65304957,65302522,+
SLC25A51P1,ENSG00000220483,6,65789287,65788417,+
RNU6-280P,ENSG00000201015,6,67546754,67546651,+
Y_RNA,ENSG00000206672,6,67625464,67625356,+
AL713998.3,ENSG00000286680,6,67986503,67884041,+
AL713998.4,ENSG00000287557,6,67998751,67888977,+
