Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr
PTEN,ENSG00000171862,10,87971930,87863625,+,-0.2366
PTGS2,ENSG00000073756,1,186680423,186671791,-,
PTK6,ENSG00000101213,20,63537376,63528001,-,-0.009
PTP4A1,ENSG00000112245,6,63583436,63521746,+,-0.0474
PTPA,ENSG00000119383,9,129148946,129110950,+,0.1362
PTPN11,ENSG00000179295,12,112509913,112418351,+,0.0763
PTPN3,ENSG00000070159,9,109498313,109375466,-,
PTPN6,ENSG00000111679,12,6961316,6946468,+,-0.4028
PTPRC,ENSG00000081237,1,198757476,198638457,+,-0.4192
PTTG1,ENSG00000164611,5,160428739,160421855,+,0.5913
PTTG2,ENSG00000250254,4,37961128,37960398,+,
PTTG3P,ENSG00000213005,8,66768005,66767400,-,
PUM1,ENSG00000134644,1,31065991,30931506,-,-0.1634
PYHIN1,ENSG00000163564,1,158977059,158930796,+,-0.1301
RAB11A,ENSG00000103769,15,65891989,65726054,+,-0.0065
RAB35,ENSG00000111737,12,120117502,120095099,-,-0.0201
RAB6C,ENSG00000222014,2,129982738,129979666,+,-0.0518
RABGAP1,ENSG00000011454,9,123104866,122940833,+,-0.0332
RACGAP1,ENSG00000161800,12,50033136,49976923,-,0.2593
RACK1,ENSG00000204628,5,181248096,181236897,-,0.0732
RAD1,ENSG00000113456,5,34918989,34905260,-,0.0856
RAD17,ENSG00000152942,5,69414801,69369293,+,-0.0059
RAD21,ENSG00000164754,8,116874866,116845935,-,-0.0756
RAD21L1,ENSG00000244588,20,1296421,1226056,+,
RAD23A,ENSG00000179262,19,12953642,12945855,+,-0.158
RAD50,ENSG00000113522,5,132646349,132556019,+,-0.0328
RAD51,ENSG00000051180,15,40732340,40694774,+,0.4484
RAD51AP1,ENSG00000111247,12,4560048,4538798,+,0.2899
RAD51B,ENSG00000182185,14,68730218,67819779,+,-0.0631
RAD51C,ENSG00000108384,17,58735611,58692573,+,0.0456
RAD51D,ENSG00000185379,17,35121522,35092208,-,-0.0035
RAD54B,ENSG00000197275,8,94475115,94371960,-,0.0196
RAD54L,ENSG00000085999,1,46278480,46246461,+,0.3723
RAD9A,ENSG00000172613,11,67398410,67317871,+,0.0035
RAD9B,ENSG00000151164,12,110532086,110501655,+,0.0973
RAE1,ENSG00000101146,20,57379211,57351223,+,0.1279
RALA,ENSG00000006451,7,39708120,39623565,+,0.0457
RALB,ENSG00000144118,2,120294710,120240064,+,-0.1775
RAN,ENSG00000132341,12,130877678,130872037,+,0.5758
RANBP1,ENSG00000099901,22,20127355,20115938,+,0.5347
RARA,ENSG00000131759,17,40357643,40309180,+,0.0597
RASA1,ENSG00000145715,5,87391931,87267883,+,-0.0406
RASSF1,ENSG00000068028,3,50340980,50329782,-,-0.2272
RB1,ENSG00000139687,13,48599436,48303726,+,-0.1435
RB1CC1,ENSG00000023287,8,52745843,52622458,-,-0.0807
RBBP4,ENSG00000162521,1,32686211,32651142,+,0.1437
RBBP7,ENSG00000102054,X,16870414,16839283,-,-0.0883
RBBP8,ENSG00000101773,18,23026488,22798261,+,0.1754
RBL1,ENSG00000080839,20,37095997,36996349,-,0.0355
RBL2,ENSG00000103479,16,53491648,53433977,+,-0.1077
RBM14,ENSG00000239306,11,66627347,66616582,+,0.0466
RBM7,ENSG00000076053,11,114414203,114400030,+,-0.0433
RBX1,ENSG00000100387,22,40973309,40951347,+,0.3229
RCC1,ENSG00000180198,1,28539300,28505943,+,0.2698
RCC2,ENSG00000179051,1,17439677,17406760,-,0.0097
RDX,ENSG00000137710,11,110296712,109864295,-,0.0113
REC114,ENSG00000183324,15,73560013,73443164,+,-0.0234
REC8,ENSG00000100918,14,24180257,24171853,+,0.0954
RECQL5,ENSG00000108469,17,75667189,75626845,-,-0.0598
REEP3,ENSG00000165476,10,63625128,63521401,+,-0.0089
REEP4,ENSG00000168476,8,22141951,22138020,-,0.238
RFC1,ENSG00000035928,4,39366375,39287456,-,0.245
RFC2,ENSG00000049541,7,74254458,74231499,-,0.1048
RFC3,ENSG00000133119,13,33966558,33818069,+,0.1911
RFC4,ENSG00000163918,3,186807058,186789880,-,0.2855
RFC5,ENSG00000111445,12,118033130,118013588,+,0.2045
RFPL1,ENSG00000128250,22,29442455,29438583,+,
RFWD3,ENSG00000168411,16,74666877,74621399,-,0.0526
RGCC,ENSG00000102760,13,41470871,41457550,+,-0.0339
RGS2,ENSG00000116741,1,192812275,192809039,+,-0.2258
RHEB,ENSG00000106615,7,151520120,151466012,-,0.0157
RHNO1,ENSG00000171792,12,2889524,2876258,+,0.0222
RHOA,ENSG00000067560,3,49412998,49359145,-,-0.0651
RHOB,ENSG00000143878,2,20449440,20447074,+,0.058
RHOC,ENSG00000155366,1,112707434,112701106,-,-0.1317
RHOU,ENSG00000116574,1,228746664,228735479,+,0.0813
RIDA,ENSG00000132541,8,98117171,98102344,-,0.1916
RIF1,ENSG00000080345,2,151508013,151409883,+,-0.0844
RING1,ENSG00000204227,6,33212722,33208500,+,-0.0177
RINT1,ENSG00000135249,7,105567677,105532169,+,0.0144
RIOK2,ENSG00000058729,5,97183247,97160867,-,0.1439
RMDN1,ENSG00000176623,8,86514357,86468257,-,0.1239
RMI1,ENSG00000178966,9,84004074,83980711,+,0.0174
RMI2,ENSG00000175643,16,11381662,11249619,+,-0.033
RNASEH2B,ENSG00000136104,13,51024120,50909678,+,0.1607
RNF112,ENSG00000128482,17,19417276,19411125,+,
RNF167,ENSG00000108523,17,4945222,4940008,+,-0.2144
RNF2,ENSG00000121481,1,185102603,185045526,+,-0.0126
RNF212B,ENSG00000215277,14,23273477,23185316,+,
RNF4,ENSG00000063978,4,2625320,2462220,+,-0.0736
RNF8,ENSG00000112130,6,37394734,37353979,+,-0.0573
ROCK1,ENSG00000067900,18,21111813,20946906,-,-0.0896
ROCK2,ENSG00000134318,2,11348330,11179759,-,-0.0444
ROPN1B,ENSG00000114547,3,125983454,125969160,+,
RPA1,ENSG00000132383,17,1900082,1829702,+,-0.0243
RPA2,ENSG00000117748,1,27914746,27891524,-,-0.1119
RPA3,ENSG00000106399,7,7718607,7636518,-,0.4277
RPA4,ENSG00000204086,X,96885467,96883908,+,
RPL23,ENSG00000125691,17,38853764,38847860,-,0.2056
RPL24,ENSG00000114391,3,101686718,101681091,-,0.3465
RPL26,ENSG00000161970,17,8383213,8377516,-,0.2818
RPRD1B,ENSG00000101413,20,38127780,38033725,+,-0.0167
RPRM,ENSG00000177519,2,153478762,153477338,-,
RPS15A,ENSG00000134419,16,18790383,18781295,-,0.2834
RPS27L,ENSG00000185088,15,63158021,63125872,-,0.2163
RPS3,ENSG00000149273,11,75422280,75399515,+,-0.2079
RPS6,ENSG00000137154,9,19380236,19375715,-,-0.1171
RPS6KA2,ENSG00000071242,6,166906451,166409364,-,-0.0732
RPS6KB1,ENSG00000108443,17,59950574,59893046,+,0.0625
RPTOR,ENSG00000141564,17,80966371,80544819,+,0.0291
RRAGA,ENSG00000155876,9,19051025,19049427,+,-0.0837
RRAGB,ENSG00000083750,X,55758774,55717739,+,-0.0535
RRAGC,ENSG00000116954,1,38859772,38838198,-,0.0089
RRAGD,ENSG00000025039,6,89412273,89364616,-,0.0865
RRM1,ENSG00000167325,11,4138932,4094707,+,0.3397
RRM2,ENSG00000171848,2,10211725,10120698,+,0.551
RRP8,ENSG00000132275,11,6603616,6595072,-,0.0542
RRS1,ENSG00000179041,8,66430733,66429014,+,
RSPH1,ENSG00000160188,21,42496246,42472486,-,0.0982
RTEL1,ENSG00000258366,20,63696253,63657810,+,0.2057
RTF2,ENSG00000022277,20,56519449,56468585,+,0.0814
RTKN,ENSG00000114993,2,74442422,74425835,-,0.1188
RTTN,ENSG00000176225,18,70205726,70003031,-,0.0554
RUVBL1,ENSG00000175792,3,128153914,128064778,-,0.1706
RXFP3,ENSG00000182631,5,33938918,33936386,+,
RYBP,ENSG00000163602,3,72446621,72371825,-,-0.0046
SAC3D1,ENSG00000168061,11,65044828,65040901,+,-0.0075
SAPCD2,ENSG00000186193,9,137070557,137062127,-,0.0868
SASS6,ENSG00000156876,1,100132955,100083563,-,0.1917
SBDS,ENSG00000126524,7,66995587,66987680,-,-0.0109
SDCBP,ENSG00000137575,8,58582859,58552924,+,-0.2388
SDCCAG8,ENSG00000054282,1,243500091,243256034,+,-0.1465
SDE2,ENSG00000143751,1,225999343,225982702,-,0.0825
SEH1L,ENSG00000085415,18,12987536,12947133,+,0.1604
SENP2,ENSG00000163904,3,185633551,185582496,+,0.1265
SENP5,ENSG00000119231,3,196934714,196867856,+,-0.181
SENP6,ENSG00000112701,6,75718281,75601509,+,-0.0723
SEPTIN1,ENSG00000180096,16,30395991,30378133,-,-0.1121
SEPTIN10,ENSG00000186522,2,109614143,109542799,-,0.1271
SEPTIN11,ENSG00000138758,4,77040384,76949703,+,0.247
SEPTIN12,ENSG00000140623,16,4788521,4777669,-,
SEPTIN14,ENSG00000154997,7,55862755,55793540,-,-0.0383
SEPTIN2,ENSG00000168385,2,241354027,241315100,+,0.0327
SEPTIN3,ENSG00000100167,22,41998221,41969475,+,0.0649
SEPTIN4,ENSG00000108387,17,58544368,58520250,-,0.1019
SEPTIN5,ENSG00000184702,22,19724224,19714503,+,0.0502
SEPTIN6,ENSG00000125354,X,119693370,119615724,-,-0.0887
SEPTIN7,ENSG00000122545,7,35907105,35800932,+,-0.2556
SEPTIN9,ENSG00000184640,17,77500596,77280569,+,-0.0667
SETD2,ENSG00000181555,3,47163967,47016429,-,-0.1303
SETDB2,ENSG00000136169,13,49495003,49444374,+,-0.0472
SETMAR,ENSG00000170364,3,4317567,4303304,+,-0.0469
SFN,ENSG00000175793,1,26864456,26863149,+,0.0303
SFPQ,ENSG00000116560,1,35193145,35176378,-,0.04
SFRP1,ENSG00000104332,8,41309473,41261962,-,
SGO1,ENSG00000129810,3,20186206,20160593,-,0.2176
SGO2,ENSG00000163535,2,200584096,200510008,+,0.0662
SGSM3,ENSG00000100359,22,40410289,40370591,+,-0.1136
SH2B1,ENSG00000178188,16,28874212,28846600,+,-0.0724
SH3GLB1,ENSG00000097033,1,86748184,86704570,+,0.1065
SHCBP1L,ENSG00000157060,1,182953525,182899865,-,
SHOC1,ENSG00000165181,9,111795008,111686173,-,0.0051
SIAH1,ENSG00000196470,16,48448402,48356364,-,-0.0965
SIAH2,ENSG00000181788,3,150763477,150741125,-,0.2566
SIK1,ENSG00000142178,21,43427131,43414483,-,-0.0351
SIN3A,ENSG00000169375,15,75455842,75369379,-,-0.1166
SIRT1,ENSG00000096717,10,67918390,67884656,+,-0.018
SIRT2,ENSG00000068903,19,38899862,38878555,-,-0.09
SIX3,ENSG00000138083,2,44946071,44941702,+,
SKA1,ENSG00000154839,18,50394168,50375040,+,0.4924
SKA2,ENSG00000182628,17,59155260,59109857,-,0.3767
SKA3,ENSG00000165480,13,21176552,21153595,-,0.4884
SKIL,ENSG00000136603,3,170396835,170357678,+,-0.2238
SKP1,ENSG00000113558,5,134177038,134148935,-,0.0465
SKP2,ENSG00000145604,5,36184319,36151989,+,-0.005
SLC16A1,ENSG00000155380,1,112957013,112911847,-,0.2881
SLC25A33,ENSG00000171612,1,9585173,9539465,+,0.0787
SLC26A8,ENSG00000112053,6,36024868,35943516,-,0.0551
SLC2A8,ENSG00000136856,9,127408424,127397138,+,0.0667
SLC38A9,ENSG00000177058,5,55773194,55625845,-,-0.0469
SLC39A5,ENSG00000139540,12,56237846,56230049,+,0.0679
SLC6A4,ENSG00000108576,17,30236002,30194319,-,0.0646
SLC9A3R1,ENSG00000109062,17,74769353,74748628,+,0.271
SLF1,ENSG00000133302,5,94739436,94618669,+,-0.0488
SLF2,ENSG00000119906,10,100965134,100912963,+,-0.0587
SLFN11,ENSG00000172716,17,35373701,35350305,-,0.0322
SLX4,ENSG00000188827,16,3611606,3581181,-,-0.0031
SMAD3,ENSG00000166949,15,67195169,67063763,+,-0.076
SMARCAD1,ENSG00000163104,4,94291292,94207611,+,0.0016
SMARCB1,ENSG00000099956,22,23838008,23786931,+,-0.0818
SMC1A,ENSG00000072501,X,53422728,53374149,-,0.0929
SMC1B,ENSG00000077935,22,45413619,45344063,-,0.0665
SMC2,ENSG00000136824,9,104141419,104094260,+,0.1892
SMC3,ENSG00000108055,10,110604636,110567691,+,0.0547
SMC4,ENSG00000113810,3,160434954,160399274,+,0.4669
SMC5,ENSG00000198887,9,70354873,70258978,+,-0.0474
SMIM22,ENSG00000267795,16,4796491,4788397,+,
SMOC2,ENSG00000112562,6,168673445,168441151,+,
SMPD3,ENSG00000103056,16,68448508,68358327,-,0.0628
SND1,ENSG00000197157,7,128092609,127652194,+,0.2898
SNX18,ENSG00000178996,5,54546586,54517759,+,-0.0474
SNX33,ENSG00000173548,15,75662301,75647906,+,-0.0481
SNX9,ENSG00000130340,6,157945077,157700387,+,-0.1172
SON,ENSG00000159140,21,33577514,33543038,+,-0.3975
SOX15,ENSG00000129194,17,7590094,7588178,-,
SOX2,ENSG00000181449,3,181714436,181711925,+,
SOX4,ENSG00000124766,6,21598619,21593751,+,0.093
SOX9,ENSG00000125398,17,72126416,72121020,+,
SPAG5,ENSG00000076382,17,28599025,28577565,-,0.4748
SPAST,ENSG00000021574,2,32157637,32063547,+,0.0947
SPATA22,ENSG00000141255,17,3513852,3440019,-,
SPC24,ENSG00000161888,19,11155808,11131520,-,0.3501
SPC25,ENSG00000152253,2,168913371,168834132,-,0.4967
SPDL1,ENSG00000040275,5,169604778,169583636,+,0.1438
SPDYA,ENSG00000163806,2,28850611,28782517,+,
SPDYC,ENSG00000204710,11,65173244,65170154,+,
SPECC1L,ENSG00000100014,22,24417739,24270817,+,-0.0416
SPICE1,ENSG00000163611,3,113515187,113442718,-,-0.0162
SPIN1,ENSG00000106723,9,88478694,88388430,+,-0.0476
SPIN2A,ENSG00000147059,X,57137625,57134530,-,0.0045
SPIN2B,ENSG00000186787,X,57121546,57118551,-,-0.0765
SPIRE1,ENSG00000134278,18,12658134,12446512,-,0.0059
SPIRE2,ENSG00000204991,16,89871319,89818179,+,0.0307
SPO11,ENSG00000054796,20,57343994,57329803,+,
SPOUT1,ENSG00000198917,9,128829794,128819651,-,
SPRY1,ENSG00000164056,4,123403760,123396795,+,-0.0347
SPRY2,ENSG00000136158,13,80341126,80335976,-,
SPTBN1,ENSG00000115306,2,54671446,54456317,+,-0.0777
SRA1,ENSG00000213523,5,140558252,140537340,-,0.3118
SRC,ENSG00000197122,20,37406050,37344685,+,0.0559
SRPK2,ENSG00000135250,7,105399308,105110704,-,-0.0784
SRSF2,ENSG00000161547,17,76737374,76734115,-,0.2642
SRSF5,ENSG00000100650,14,69772005,69726900,+,-0.4276
SSNA1,ENSG00000176101,9,137190370,137188660,+,0.0877
SSTR5,ENSG00000162009,16,1080142,1078781,+,
SSX2IP,ENSG00000117155,1,84690803,84643707,-,0.0576
STAG1,ENSG00000118007,3,136752403,136336236,-,-0.0471
STAG2,ENSG00000101972,X,124422664,123960212,+,-0.0562
STAG3,ENSG00000066923,7,100221488,100177563,+,-0.208
STAG3L1,ENSG00000205583,7,75395383,75359194,+,-0.0624
STAG3L2,ENSG00000277072,7,74890610,74843754,-,-0.1195
STAG3L3,ENSG00000174353,7,73005922,72969696,-,-0.0926
STAG3L4,ENSG00000106610,7,67362950,67302621,+,-0.0953
STAMBP,ENSG00000124356,2,73873659,73828916,+,-0.015
STAT3,ENSG00000168610,17,42388568,42313324,-,-0.1479
STAT5B,ENSG00000173757,17,42276707,42199168,-,-0.0504
STEAP3,ENSG00000115107,2,119265652,119223831,+,-0.0457
STIL,ENSG00000123473,1,47314147,47250139,-,0.4821
STK35,ENSG00000125834,20,2177038,2101827,+,0.1859
STMN1,ENSG00000117632,1,25906991,25884181,-,0.5921
STOX1,ENSG00000165730,10,68895432,68827531,+,0.0854
STRA8,ENSG00000146857,7,135258492,135231979,+,
STRADA,ENSG00000266173,17,63741986,63682336,-,-0.0632
STRADB,ENSG00000082146,2,201480846,201387858,+,-0.1048
STXBP4,ENSG00000166263,17,55173632,54968727,+,0.0344
SUGT1,ENSG00000165416,13,52700909,52652709,+,0.2172
SUN1,ENSG00000164828,7,896435,816615,+,-0.169
SUSD2,ENSG00000099994,22,24189106,24181487,+,
SUV39H1,ENSG00000101945,X,48709012,48695554,+,0.1019
SUV39H2,ENSG00000152455,10,14904315,14878820,+,0.3143
SUZ12,ENSG00000178691,17,32001038,31937007,+,0.0165
SVIL,ENSG00000197321,10,29736781,29457338,-,-0.0549
SYCE1,ENSG00000171772,10,133569835,133553901,-,
SYCE1L,ENSG00000205078,16,77213215,77199408,+,-0.0422
SYCE2,ENSG00000161860,19,12919293,12898786,-,0.181
SYCE3,ENSG00000217442,22,50562919,50551112,-,
SYCP1,ENSG00000198765,1,114995370,114854863,+,
SYCP2,ENSG00000196074,20,59933655,59863564,-,-0.0592
SYCP2L,ENSG00000153157,6,10979320,10886831,+,0.029
SYCP3,ENSG00000139351,12,101739472,101728648,-,
SYF2,ENSG00000117614,1,25232502,25222276,-,-0.1965
TACC1,ENSG00000147526,8,38853028,38728186,+,-0.1021
TACC2,ENSG00000138162,10,122254545,121989163,+,0.0228
TACC3,ENSG00000013810,4,1745176,1712891,+,-0.0149
TADA3,ENSG00000171148,3,9793011,9779860,-,-0.0971
TAF1,ENSG00000147133,X,71532374,71366239,+,-0.011
TAF10,ENSG00000166337,11,6612539,6606294,-,0.2702
TAF1L,ENSG00000122728,9,32635669,32629454,-,-0.0031
TAF2,ENSG00000064313,8,119832841,119730774,-,-0.0418
TAF6,ENSG00000106290,7,100119841,100107070,-,-0.0974
TAL1,ENSG00000162367,1,47232220,47216290,-,
TAOK1,ENSG00000160551,17,29551904,29390464,+,-0.08
TAOK2,ENSG00000149930,16,29992261,29973868,+,-0.0121
TAOK3,ENSG00000135090,12,118372907,118149801,-,-0.1347
TARDBP,ENSG00000120948,1,11026420,11012344,+,-0.0053
TAS1R2,ENSG00000179002,1,18859682,18839599,-,-0.0493
TAS2R13,ENSG00000212128,12,10909562,10907926,-,
TASOR,ENSG00000163946,3,56683237,56620133,-,-0.0666
TBCD,ENSG00000141556,17,82945914,82752065,+,0.0299
TBRG1,ENSG00000154144,11,124635926,124622836,+,-0.177
TBX3,ENSG00000135111,12,114684175,114670255,-,
TCF7L2,ENSG00000148737,10,113167678,112950247,+,0.1024
TCIM,ENSG00000176907,8,40155310,40153482,+,
TDRD1,ENSG00000095627,10,114232304,114179270,+,
TDRD12,ENSG00000173809,19,32829580,32719753,+,0.022
TDRD9,ENSG00000156414,14,104052667,103928456,+,
TENT4A,ENSG00000112941,5,6757044,6713432,+,-0.0106
TENT4B,ENSG00000121274,16,50235310,50152918,+,0.0518
TERB1,ENSG00000249961,16,66801620,66754976,-,
TERB2,ENSG00000167014,15,44979229,44956687,+,
TERF1,ENSG00000147601,8,73048123,73008864,+,-0.1088
TERF2,ENSG00000132604,16,69408571,69355567,-,-0.0344
TERT,ENSG00000164362,5,1295047,1253147,-,0.1973
TEX11,ENSG00000120498,X,70908731,70528940,-,
TEX12,ENSG00000150783,11,112172556,112167372,+,0.0466
TEX14,ENSG00000121101,17,58692055,58556678,-,0.0672
TEX15,ENSG00000133863,8,30913003,30831544,-,
TEX19,ENSG00000182459,17,82363775,82359247,+,
TFAP4,ENSG00000090447,16,4273075,4257186,-,0.0467
TFDP1,ENSG00000198176,13,113641473,113584721,+,0.494
TFDP2,ENSG00000114126,3,142149544,141944428,-,-0.0758
TFDP3,ENSG00000183434,X,133218354,133216662,-,
TGFA,ENSG00000163235,2,70554193,70447284,-,
TGFB1,ENSG00000105329,19,41353922,41301587,-,-0.0106
TGFBR1,ENSG00000106799,9,99154192,99104038,+,-0.0862
THAP1,ENSG00000131931,8,42843325,42836674,-,0.0359
THAP5,ENSG00000177683,7,108569750,108554543,-,-0.0275
THBS1,ENSG00000137801,15,39599466,39581079,+,
THOC1,ENSG00000079134,18,268050,214520,-,-0.0724
THOC5,ENSG00000100296,22,29555216,29505879,-,0.0625
TICRR,ENSG00000140534,15,89631056,89575469,+,0.2407
TIMELESS,ENSG00000111602,12,56449426,56416363,-,0.0185
TIMP2,ENSG00000035862,17,78925387,78852977,-,-0.047
TIPIN,ENSG00000075131,15,66386746,66336191,-,0.405
TIPRL,ENSG00000143155,1,168202109,168178962,+,0.2353
TLE6,ENSG00000104953,19,2995179,2977538,+,0.051
TLK1,ENSG00000198586,2,171231314,170990823,-,-0.061
TLK2,ENSG00000146872,17,62615481,62458658,+,-0.0991
TM4SF5,ENSG00000142484,17,4783213,4771884,+,
TMEM14B,ENSG00000137210,6,10852753,10747759,+,-0.088
TMEM250,ENSG00000238227,9,136118875,136114581,-,-0.0412
TMEM67,ENSG00000164953,8,93819234,93754844,+,-0.0204
TMOD3,ENSG00000138594,15,51947295,51829628,+,-0.122
TMPRSS11A,ENSG00000187054,4,67964140,67909385,-,
TNF,ENSG00000232810,6,31578336,31575565,+,-0.0616
TNFAIP3,ENSG00000118503,6,137883312,137867214,+,-0.0886
TNKS1BP1,ENSG00000149115,11,57324952,57299638,-,0.1239
TOGARAM1,ENSG00000198718,14,45074431,44962190,+,0.0057
TOM1L1,ENSG00000141198,17,54961956,54899387,+,0.0143
TOM1L2,ENSG00000175662,17,17972422,17843511,-,-0.0881
TOP2A,ENSG00000131747,17,40417896,40388525,-,0.4469
TOP2B,ENSG00000077097,3,25664907,25597905,-,-0.045
TOP3A,ENSG00000177302,17,18315007,18271428,-,0.1132
TOPAZ1,ENSG00000173769,3,44332098,44241886,+,
TP53,ENSG00000141510,17,7687550,7661779,-,0.0136
TP53BP1,ENSG00000067369,15,43510728,43403061,-,-0.0226
TP53BP2,ENSG00000143514,1,223845954,223779893,-,-0.0587
TP53I13,ENSG00000167543,17,29573157,29566052,+,-0.1111
TP53INP1,ENSG00000164938,8,94949378,94925972,-,0.0553
TP73,ENSG00000078900,1,3736201,3652516,+,0.1679
TPD52L1,ENSG00000111907,6,125264407,125119049,+,
TPPP,ENSG00000171368,5,693352,659862,-,
TPR,ENSG00000047410,1,186375693,186311652,-,-0.0671
TPX2,ENSG00000088325,20,31801805,31739271,+,0.5151
TRIAP1,ENSG00000170855,12,120446384,120443964,-,0.0122
TRIM32,ENSG00000119401,9,116701300,116687302,+,-0.0813
TRIM35,ENSG00000104228,8,27311272,27284886,-,-0.0296
TRIM36,ENSG00000152503,5,115180546,115124762,-,0.0393
TRIM37,ENSG00000108395,17,59106921,58982638,-,0.0826
TRIM39,ENSG00000204599,6,30343729,30326479,+,-0.0388
TRIM71,ENSG00000206557,3,32897824,32817997,+,
TRIOBP,ENSG00000100106,22,37776556,37697048,+,0.0265
TRIP13,ENSG00000071539,5,919357,892884,+,0.5568
TRNP1,ENSG00000253368,1,27000886,26993692,+,
TSC1,ENSG00000165699,9,132946874,132891348,-,-0.1121
TSC2,ENSG00000103197,16,2089491,2047967,+,0.0411
TSG101,ENSG00000074319,11,18526951,18468336,-,-0.0674
TSPYL2,ENSG00000184205,X,53088540,53082367,+,-0.1722
TTBK1,ENSG00000146216,6,43288258,43243481,+,0.0329
TTC19,ENSG00000011295,17,16045015,15999784,+,-0.0853
TTC28,ENSG00000100154,22,28679865,27978014,-,0.0278
TTK,ENSG00000112742,6,80042527,80003887,+,0.4605
TTL,ENSG00000114999,2,112541739,112482156,+,-0.0418
TTLL12,ENSG00000100304,22,43187134,43166622,-,0.1605
TTYH1,ENSG00000167614,19,54436904,54415219,+,0.0664
TUBA1A,ENSG00000167552,12,49189080,49184795,-,-0.173
TUBA1B,ENSG00000123416,12,49131397,49127782,-,0.5827
TUBA1C,ENSG00000167553,12,49274603,49188736,+,0.3064
TUBA3C,ENSG00000198033,13,19181824,19173772,-,
TUBA3D,ENSG00000075886,2,131482934,131476119,+,
TUBA3E,ENSG00000152086,2,130198439,130191745,-,
TUBA4A,ENSG00000127824,2,219278170,219249710,-,0.0624
TUBA4B,ENSG00000243910,2,219272197,219253243,+,-0.0366
TUBA8,ENSG00000183785,22,18146554,18110331,+,
TUBAL3,ENSG00000178462,10,5404828,5393101,-,
TUBB,ENSG00000196230,6,30725426,30720352,+,0.4797
TUBB1,ENSG00000101162,20,59026654,59019254,+,0.0887
TUBB2A,ENSG00000137267,6,3157544,3153666,-,0.0553
TUBB2B,ENSG00000137285,6,3231730,3224277,-,0.0402
TUBB3,ENSG00000258947,16,89938761,89921392,+,0.1024
TUBB4B,ENSG00000188229,9,137243707,137241287,+,0.3894
TUBB6,ENSG00000176014,18,12344320,12307669,+,-0.0682
TUBD1,ENSG00000108423,17,59892945,59859479,-,-0.0755
TUBE1,ENSG00000074935,6,112087529,112070663,-,-0.0652
TUBG1,ENSG00000131462,17,42615238,42609683,+,0.4421
TUBGCP2,ENSG00000130640,10,133312337,133278630,-,0.0263
TUBGCP3,ENSG00000126216,13,112588205,112485011,-,0.0419
TUBGCP5,ENSG00000275835,15,23039572,22983192,-,-0.0405
TUSC2,ENSG00000114383,3,50328251,50320027,-,0.0308
TXLNG,ENSG00000086712,X,16844519,16786432,+,0.0294
TXNL4A,ENSG00000141759,18,80033949,79970813,-,0.2939
TXNL4B,ENSG00000140830,16,72094431,72044289,-,0.0176
TYMS,ENSG00000176890,18,673578,657653,+,0.6612
UBA3,ENSG00000144744,3,69080408,69054730,-,-0.1081
UBB,ENSG00000170315,17,16382745,16380798,+,0.0496
UBD,ENSG00000213886,6,29559732,29555515,-,
UBE2B,ENSG00000119048,5,134392108,134371469,+,-0.0729
UBE2C,ENSG00000175063,20,45816957,45812576,+,0.4698
UBE2D1,ENSG00000072401,10,58370751,58334979,+,0.0231
UBE2DNL,ENSG00000229547,X,84934890,84934151,+,
UBE2E1,ENSG00000170142,3,23891640,23805955,+,0.0242
UBE2E2,ENSG00000182247,3,23591794,23203020,+,-0.0774
UBE2I,ENSG00000103275,16,1327018,1308880,+,-0.1651
UBE2L3,ENSG00000185651,22,21624034,21549447,+,0.0488
UBE2S,ENSG00000108106,19,55407788,55399745,-,0.2622
UBR2,ENSG00000024048,6,42693504,42564062,+,-0.0999
UBXN2B,ENSG00000215114,8,58451501,58411359,+,-0.0179
UHMK1,ENSG00000152332,1,162529631,162497251,+,0.0819
UHRF1,ENSG00000276043,19,4962154,4903080,+,0.3974
UHRF2,ENSG00000147854,9,6507054,6413151,+,-0.0303
UIMC1,ENSG00000087206,5,177022633,176905005,-,-0.0135
UNC119,ENSG00000109103,17,28552668,28546707,-,-0.1307
UPF1,ENSG00000005007,19,18868236,18831938,+,0.1417
URGCP,ENSG00000106608,7,43926411,43875894,-,-0.0777
USH1C,ENSG00000006611,11,17544416,17493895,-,
USP16,ENSG00000156256,21,29054488,29024629,+,0.0552
USP17L2,ENSG00000223443,8,12139077,12137168,-,
USP19,ENSG00000172046,3,49120938,49108046,-,0.015
USP2,ENSG00000036672,11,119381711,119355215,-,0.1337
USP22,ENSG00000124422,17,21043760,20999596,-,-0.0356
USP26,ENSG00000134588,X,133097109,133024631,-,0.0196
USP28,ENSG00000048028,11,113875570,113797874,-,-0.066
USP29,ENSG00000131864,19,57131926,57119138,+,-0.0411
